user_id,recency,frequency,monetary,prediction
514249547,167,1,46.08,3
546467583,167,2,512.58,0
515023810,167,2,99.12,3
554408064,167,3,754.2,0
514582771,167,2,1824.79,0
531323221,167,1,1661.12,0
571891648,167,1,377.1,0
514984453,167,2,1286.46,0
512591731,167,1,62.81,3
518909943,167,1,107.7,3
517684570,167,1,267.19,3
518430197,167,1,132.8,3
571775445,167,1,257.38,3
536541747,167,4,2208.85,2
526697825,166,5,620.64,2
519137694,166,4,720.2599999999999,0
513006940,167,6,1706.0800000000002,2
536048984,167,6,4633.14,2
572130829,166,5,2855.1000000000004,2
572108436,167,1,288.04,3
572084471,167,1,437.57,0
515794796,166,7,5500.34,2
556713754,154,13,1943.9899999999998,2
518844480,167,4,440.4,0
513687167,166,3,646.6700000000001,0
572208490,167,1,36.81,3
546477642,158,3,760.22,0
514638968,167,1,57.92,3
543990417,162,9,995.8399999999999,2
513931507,167,4,648.89,0
543696763,167,2,2133.34,0
557940566,167,2,490.45,0
562484434,167,2,329.36,0
512560395,167,1,683.65,0
518903935,167,1,561.64,0
520835055,166,2,126.64,3
549573532,160,7,450.45000000000005,2
525024509,161,4,383.51,0
541150630,153,8,1098.21,2
545482857,166,2,332.0,0
516669375,167,1,246.3,3
536469087,167,1,166.54,3
531899372,167,7,2080.77,2
518467272,167,1,128.42,3
558039721,153,33,4179.969999999998,2
513006890,164,5,1950.28,2
553319578,166,14,1586.3599999999997,2
570697353,167,1,795.39,0
520175987,167,2,548.6800000000001,0
571420274,167,1,43.5,3
516030251,167,2,338.15,0
519421105,166,4,1012.69,0
527407304,167,1,196.89,3
572094056,167,1,246.6,3
564375603,167,2,95.19,3
515768664,167,1,239.31,3
535279346,166,4,915.03,0
527689030,159,3,297.49,0
540839983,167,1,90.09,3
514171084,167,4,914.7099999999999,0
561918795,158,108,20494.11000000001,2
551700056,166,2,293.17,0
513061115,162,20,720.6,2
512378663,167,1,37.56,3
515507202,167,2,429.41999999999996,0
535766325,167,2,1928.5,0
514066060,158,2,151.62,3
513427899,167,3,259.31,0
572186135,167,2,234.91000000000003,0
512452115,167,1,372.98,0
518746256,166,2,253.46999999999997,0
556785699,154,21,4858.96,2
526059465,164,3,881.1300000000001,0
513329214,167,1,411.34,0
512394613,166,6,2689.85,2
561821420,166,4,1161.36,0
569636873,153,6,1973.2000000000003,2
513332670,167,1,831.4,0
554114050,160,5,998.42,2
560464881,167,3,428.06,0
558291933,167,5,1317.5699999999997,2
512861479,167,2,477.96000000000004,0
513646798,159,9,8877.619999999997,2
554560517,153,4,1126.96,0
559027666,167,5,3657.9500000000003,2
525665480,167,2,754.2,0
528224929,167,3,420.81,0
513318385,167,2,62.5,3
515161361,167,6,5093.95,2
568195566,167,1,40.67,3
534422711,167,4,576.0,0
572244860,167,1,23.14,3
561641746,167,5,559.1,2
538020200,167,1,69.24,3
546509797,167,2,229.04999999999998,0
516189946,167,1,51.48,3
551657668,167,1,99.33,3
532639673,167,1,169.36,3
515860648,167,5,1659.65,2
572153870,167,1,128.42,3
572240405,167,1,746.18,0
523904631,167,5,2002.3400000000001,2
515853407,167,1,70.27,3
567733627,167,1,172.46,3
564096955,167,1,29.6,3
543668447,167,1,128.42,3
549378847,167,1,231.64,3
519445179,167,2,490.81,0
530992425,167,1,230.87,3
538918396,167,1,146.46,3
552396778,166,4,2243.02,2
519208514,167,1,118.38,3
572252143,167,2,477.98,0
512404849,167,2,338.72,0
512564511,167,2,107.24000000000001,3
572237322,167,1,141.57,3
538443093,157,7,918.4599999999999,2
515622192,167,1,149.04,3
565007203,167,5,322.73,0
539244649,167,1,334.37,0
514917428,155,2,212.87,0
517676345,167,1,383.02,0
512544527,167,2,1157.79,0
571693876,166,3,485.78999999999996,0
515501035,167,1,39.64,3
520434237,167,2,951.73,0
515291553,167,1,169.35,3
522651465,167,1,513.53,0
512465974,166,3,676.62,0
567740063,167,10,1328.4399999999998,2
565666679,167,2,83.09,3
524861857,167,3,534.85,0
518672846,167,1,58.95,3
572123025,167,1,128.42,3
538828866,167,1,308.86,3
517038421,167,1,257.4,3
513162491,167,1,35.78,3
515616037,167,1,290.61,3
512407650,167,3,1363.03,0
518428360,165,4,399.3,0
572199088,162,2,94.39,3
520385863,167,3,97.17,3
562216912,167,2,737.88,0
566412625,167,3,614.55,0
519124972,167,2,1263.62,0
522830523,167,1,164.74,3
568182810,165,18,2424.99,2
572198386,153,4,1970.6999999999998,2
559654768,167,3,202.81,0
548404655,167,3,1045.93,0
563757825,165,22,1946.93,2
572175911,167,1,128.42,3
520218580,167,2,386.8,0
561290753,167,8,498.35,2
519435285,167,6,1466.66,2
523094910,167,2,469.51,0
514503511,167,1,141.57,3
513051214,167,1,79.02,3
552903960,166,2,511.43999999999994,0
523373723,167,2,668.45,0
540681308,157,2,247.89,0
519577288,167,4,6254.1,2
558659184,167,16,1660.12,2
546369355,154,3,631.14,0
554893815,154,18,2849.98,2
564310918,167,1,124.82,3
522353444,167,3,574.79,0
531830515,167,1,128.68,3
560420080,167,1,303.48,3
540840479,167,2,524.98,0
567344597,167,1,169.37,3
543727749,166,3,1248.16,0
515963223,164,4,621.15,0
516831496,166,4,4516.03,2
517565468,158,3,180.13,0
543714383,167,2,159.59,3
570205071,167,2,617.72,0
518422866,167,3,840.9200000000001,0
550058623,167,9,1800.9699999999998,2
522779912,167,1,97.79,3
558393230,167,1,23.58,3
572113855,167,4,2328.4100000000003,2
526540793,167,1,224.97,3
516997682,166,5,1659.39,2
559895314,167,2,1346.97,0
514417920,154,2,172.7,3
562861857,167,1,82.37,3
536122378,167,1,264.77,3
548507153,167,1,483.9,0
528402615,166,4,1925.3799999999997,2
518800144,167,1,231.64,3
572132558,167,4,2562.4700000000003,2
514584975,166,3,258.88,0
514037950,166,6,7050.02,2
547294855,167,2,677.1800000000001,0
561289955,167,1,68.15,3
514598847,167,1,90.58,3
519138111,165,17,4807.41,2
550034623,167,6,1306.4,2
515019352,167,1,135.11,3
514624345,166,5,292.08,0
541633130,167,2,361.28999999999996,0
566934434,167,1,282.84,3
518989432,167,9,5787.219999999999,2
551686223,167,1,720.46,0
570588021,167,1,80.56,3
549220831,166,11,10687.99,2
556007335,167,1,733.33,0
572166351,167,1,101.62,3
515596907,166,3,2449.3,0
547674819,167,1,267.19,3
536047373,157,6,1441.62,2
519293141,166,2,1903.79,0
560813171,167,3,337.69,0
571097949,154,7,2301.6,2
524877054,167,2,338.72,0
513021981,166,4,652.47,0
514932218,166,1,334.6,0
525612613,166,2,1245.26,0
531955379,166,4,971.0899999999999,0
516275667,166,1,66.91,3
513474691,154,13,1402.8599999999997,2
556987930,166,1,283.12,3
536507969,166,4,802.49,0
571692285,162,5,759.5300000000001,2
512706121,166,1,1013.82,0
518781066,166,1,21.88,3
572301826,165,2,358.2,0
546414532,166,3,946.15,0
565684358,167,3,1452.08,0
544962721,161,7,1611.3999999999996,2
567878904,167,2,534.38,0
559679727,167,1,669.0,0
551672243,167,1,524.85,0
515015608,163,12,9317.27,2
516343943,167,1,102.68,3
560768103,167,1,264.71,3
518514803,167,3,1034.01,0
563008875,167,1,136.71,3
572244934,167,1,254.55,3
518651792,167,1,146.46,3
537138045,167,1,41.19,3
549189195,153,16,1901.4699999999998,2
514431295,167,1,797.94,0
532869174,167,1,103.73,3
545651941,161,2,2227.21,0
563507068,166,6,3258.5199999999995,2
517991175,166,2,203.01999999999998,0
516596326,166,5,2334.84,2
562193263,166,1,109.4,3
557103610,166,1,720.46,0
514182304,166,5,1153.96,2
514583255,161,6,2256.8300000000004,2
572610792,166,3,1145.9199999999998,0
553991369,166,1,269.97,3
547484178,166,16,13198.229999999998,2
513309118,164,6,8105.61,2
519185160,165,12,2586.15,2
571894623,166,2,315.58000000000004,0
570542177,167,1,264.77,3
517657725,166,2,875.14,0
529156060,167,2,477.96000000000004,0
512510897,167,1,202.32,3
548039890,167,1,128.42,3
516756324,167,4,5095.69,2
518324259,167,2,550.33,0
572166160,167,1,406.45,0
565481683,154,16,8157.659999999999,2
565366348,166,1,166.48,3
513098837,155,6,5609.919999999999,2
524186132,166,4,3655.16,2
541939374,167,1,128.42,3
540285298,166,3,125.46000000000001,3
512816159,166,6,403.65000000000003,2
572667871,166,1,642.98,0
534913472,163,3,450.43,0
513438692,166,3,2834.52,0
520645681,166,2,460.21,0
515993479,167,1,30.86,3
518727379,167,1,84.94,3
546959780,167,3,2021.3999999999999,0
568159500,154,20,18303.84,2
572413485,166,1,295.22,3
519421440,166,2,264.58,0
516254955,166,2,529.46,0
572546410,166,2,1191.25,0
529770878,158,4,669.1600000000001,0
518710160,166,5,393.25,0
516095258,166,1,334.37,0
514774820,166,5,912.71,2
529912383,166,3,668.87,0
512469573,166,6,223.28,2
530584170,167,1,109.91,3
533936687,167,2,292.62,0
513296497,167,1,591.52,0
512988180,167,8,1233.23,2
572190965,155,7,2405.5,2
522234566,166,6,1185.34,2
518875365,166,1,136.4,3
513985811,162,10,2809.7599999999998,2
547264566,166,5,3979.45,2
555492402,154,24,4004.8100000000004,2
572233835,157,6,1852.16,2
555183304,160,7,1390.6199999999997,2
572573250,166,1,389.94,0
524484500,166,3,299.83,0
514011046,159,2,388.39,0
518879906,167,1,169.37,3
512864182,166,1,128.42,3
515544655,159,12,2684.6899999999996,2
547162283,157,60,10384.81,2
523966517,166,1,67.23,3
555267466,166,2,236.79000000000002,0
543301682,166,6,663.45,2
565729071,166,2,1113.0,0
551387831,166,4,938.45,0
562533738,166,1,179.16,3
520330923,162,3,1227.6100000000001,0
517098642,166,1,491.65,0
518776261,166,5,1727.9099999999999,2
516760023,161,7,1313.8,2
571967199,156,9,3432.7200000000003,2
530442228,167,2,975.03,0
554566827,167,1,246.3,3
528116141,167,2,576.08,0
539667305,165,5,1623.38,2
558380615,167,1,64.09,3
571751402,167,1,308.63,3
